,ACTIVITY_TYPE,BASE_STATE_PRC_HUNTING,BASE_STATE_PRC_HUNTING_OVER_100_ACRES,STATE,ACREAGE,DURATION_days,DAILY_PRICE_BASE,TOTAL_ANNUAL_PRICE,FINAL_PRICE,final_price_less_20_acres,final_price_20_100_acres,final_price_100_plus_acres
7584,HUNTING,17.0,29.0,Maryland,740,246,16.455301768031333,6006.185145331437,4048.004234935708,,,728.16
7593,HUNTING,10.0,22.0,California,562,214,12.490231574369824,4558.934524644986,2672.9095569151423,,,481.07200000000006
7599,HUNTING,10.0,22.0,Delaware,268,68,8.625211031655354,3148.202026554204,586.514350152564,,,182.24
7600,HUNTING,20.0,32.0,Minnesota,120,261,6.96075910989607,2540.6770751120657,1816.7581276828744,,,125.28
7619,HUNTING,29.0,29.0,Kentucky,613,54,14.976841320617432,5466.547082025362,808.7494313133413,,,662.04
7630,HUNTING,10.0,22.0,Alabama,378,294,10.24349671720105,3738.876301778383,3011.5880348571086,,,444.528
7631,HUNTING,10.0,22.0,Utah,252,204,8.363780046339043,3052.7797169137507,1706.2111294531649,,,205.632
7641,HUNTING,10.0,22.0,Delaware,894,151,15.753283620571763,5749.948521508693,2378.745826706336,,,539.976
7642,HUNTING,10.0,22.0,Delaware,713,335,14.068477411256886,5134.994255108763,4712.939932771057,,,955.42
7643,HUNTING,19.0,31.0,Indiana,677,74,16.272945634309387,5939.625156522927,1204.1979769388947,,,500.98
7648,HUNTING,11.0,23.0,Arkansas,879,247,15.971633937582649,5829.646387217666,3944.9935825829143,,,868.452
7654,HUNTING,11.0,23.0,West Virginia,7,217,2.73972602739726,1000.0,594.5205479452054,1302.0,,6.0760000000000005
7674,HUNTING,29.0,29.0,Kansas,756,19,16.632245584089063,6070.769638192508,316.0126660976922,,,545.832
7676,HUNTING,15.0,27.0,Georgia,814,296,16.652716047939922,6078.241357498071,4929.203950190217,,,963.7760000000001
7680,HUNTING,10.0,22.0,Tennessee,942,98,16.170661423124436,5902.291419440419,1584.7248194661947,,,923.16
7682,HUNTING,29.0,29.0,Kentucky,458,178,12.945616286878764,4725.149944710749,2304.31969906442,,,326.096
7692,HUNTING,10.0,22.0,Florida,469,234,11.410081697605461,4164.679819625993,2669.959117239678,,,438.98400000000004
7710,HUNTING,10.0,22.0,Nevada,319,313,9.410174440396228,3434.713670744623,2945.3845998440192,,,399.38800000000003
7713,HUNTING,10.0,22.0,Washington,555,56,12.41220169773177,4530.4536196720965,695.0832950729791,,,621.6
7721,HUNTING,11.0,23.0,Arkansas,138,344,6.328407746423389,2309.868827444537,2176.972264769646,,,189.888
7730,HUNTING,29.0,29.0,Kentucky,202,329,8.59737115445754,3138.040471377002,2828.535109816531,,,265.832
7740,HUNTING,10.0,22.0,Mississippi,736,198,14.293587343431485,5217.159380352492,2830.130293999434,,,582.912
7747,HUNTING,11.0,23.0,West Virginia,755,202,14.802272195527864,5402.829351367671,2990.0589834966286,,,610.04
7754,HUNTING,10.0,22.0,Maine,402,291,10.563682975690051,3855.7442861268687,3074.031745925805,,,467.92800000000005
7755,HUNTING,16.0,28.0,Virginia,604,240,14.607923210681935,5331.891971898906,3505.9015705636643,,,579.84
7767,HUNTING,19.0,31.0,Indiana,8,132,2.73972602739726,1000.0,361.6438356164383,792.0,,4.224
7768,HUNTING,10.0,22.0,Massachusetts,769,194,14.61051426338993,5332.837706137325,2834.4397670976464,,,596.744
7772,HUNTING,10.0,22.0,California,205,112,7.543610619239599,2753.4178760224536,844.8843893548351,,,229.59999999999997
7774,HUNTING,10.0,22.0,California,545,222,12.299871770145376,4489.4531961030625,2730.5715329722734,,,483.96000000000004
7777,HUNTING,15.0,27.0,Georgia,926,84,17.76144795870516,6482.928504927383,1491.9616285312334,,,777.84
7789,HUNTING,35.0,35.0,Iowa,687,263,17.418204413746604,6357.644611017511,4580.9877608153565,,,722.724
7801,HUNTING,19.0,31.0,New York,390,272,12.351057475146122,4508.135978428335,3359.4876332397453,,,424.32
7802,HUNTING,10.0,22.0,Maine,587,118,12.765016582021177,4659.23105243773,1506.271956678499,,,692.66
7803,HUNTING,10.0,22.0,Nevada,546,70,12.311150884638478,4493.570072893044,861.7805619246934,,,382.2
7814,HUNTING,35.0,35.0,Iowa,581,328,16.01817671781366,5846.634502001985,5253.96196344288,,,762.2719999999999
7817,HUNTING,10.0,22.0,Tennessee,37,188,2.73972602739726,1000.0,515.068493150685,,1128.0,27.823999999999998
7834,HUNTING,10.0,22.0,Connecticut,875,283,15.58498394372537,5688.51913945976,4410.550456074279,,,990.5
7843,HUNTING,10.0,22.0,California,176,337,6.989702100057708,2551.2412665210636,2355.5296077194475,,,237.248
7853,HUNTING,10.0,22.0,Texas,442,165,11.076778399133437,4043.0241156837046,1827.6684358570171,,,291.72
7855,HUNTING,32.0,32.0,Ohio,278,111,10.594693063553214,3867.062968196923,1176.0109300544068,,,308.58000000000004
7866,HUNTING,10.0,22.0,Massachusetts,152,58,6.495672592732486,2370.9204963473576,376.7490103784842,,,176.32
7879,HUNTING,16.0,28.0,Virginia,958,175,18.39724374992883,6714.993968724023,3219.517656237545,,,670.6
7882,HUNTING,11.0,23.0,Arkansas,94,245,3.083439625635471,1125.455463356947,755.4427082806903,,,92.12
7885,HUNTING,17.0,29.0,Maryland,573,319,14.479958001035977,5285.184670378131,4619.106602330477,,,731.1480000000001
7902,HUNTING,16.0,28.0,Pennsylvania,898,253,17.81181502157823,6501.312482876054,4506.389200459293,,,908.7760000000001
7906,HUNTING,10.0,22.0,Vermont,4,201,2.73972602739726,1000.0,550.6849315068492,1206.0,,3.216
7912,HUNTING,10.0,22.0,Massachusetts,188,50,7.224058551488818,2636.7813712934185,361.2029275744409,,,188.0
7922,HUNTING,29.0,29.0,Kentucky,749,220,16.555065373745656,6042.598861417164,3642.114382224044,,,659.12
7931,HUNTING,10.0,22.0,Louisiana,472,254,11.446516324759163,4177.978458537094,2907.4151464888273,,,479.552
7935,HUNTING,19.0,31.0,New York,80,101,3.738496461022616,1364.5512082732548,377.58814256328424,,,80.80000000000001
7936,HUNTING,10.0,22.0,Idaho,565,24,12.52352412096259,4571.086304151345,300.56457890310213,,,515.28
7939,HUNTING,11.0,23.0,Arkansas,524,220,12.331631935038942,4501.045656289214,2712.9590257085674,,,461.12
7942,HUNTING,10.0,22.0,Oregon,909,24,15.884892286852594,5797.985684701197,381.2374148844623,,,829.008
7950,HUNTING,15.0,27.0,South Carolina,273,298,9.643933296516519,3520.0356532285296,2873.8921223619227,,,325.416
7961,HUNTING,10.0,22.0,Utah,696,153,13.899748826927755,5073.4083218286305,2126.6615705199465,,,425.95200000000006
7972,HUNTING,15.0,27.0,South Carolina,240,330,9.042291328190931,3300.4363347896897,2983.9561383030073,,,316.8
7974,HUNTING,29.0,29.0,Missouri,576,277,14.517814164987264,5299.002170220351,4021.4345237014722,,,638.2080000000001
7981,HUNTING,15.0,27.0,South Carolina,537,6,13.525708304481675,4936.883531135812,81.15424982689005,,,128.88
7987,HUNTING,29.0,29.0,Kentucky,184,319,8.205383858386154,2994.9651083109466,2617.5174508251835,,,234.784
7991,HUNTING,10.0,22.0,Nebraska,488,192,11.638908224143195,4248.2015018122665,2234.6703790354936,,,374.784
7992,HUNTING,13.0,25.0,Oklahoma,206,350,8.061105532475347,2942.3035193535015,2821.3869363663716,,,288.40000000000003
7999,HUNTING,10.0,22.0,Rhode Island,623,337,13.150623858305673,4799.977708281571,4431.760240249012,,,839.804
8004,HUNTING,17.0,29.0,Maryland,110,72,6.344338313470252,2315.683484416642,456.79235856985815,,,79.2
8013,HUNTING,11.0,23.0,Arkansas,131,111,6.165815967519471,2250.522828144607,684.4055723946612,,,145.41
8016,HUNTING,10.0,22.0,Delaware,785,251,14.761726718706408,5388.030252327839,3705.193406395308,,,788.14
8019,HUNTING,10.0,22.0,Idaho,543,360,12.277282454899696,4481.208096038389,4419.82168376389,,,781.9200000000001
8024,HUNTING,10.0,22.0,Colorado,168,2,6.828997811467366,2492.584201185589,13.657995622934733,,,16.8
8037,HUNTING,10.0,22.0,California,197,303,7.394953470859664,2699.1580168637774,2240.670901670478,,,238.764
8047,HUNTING,29.0,29.0,Kansas,265,343,9.847203843305948,3594.229402806671,3377.5909182539403,,,363.58000000000004
8051,HUNTING,21.0,33.0,Michigan,762,364,17.812523399753523,6501.571040910036,6483.758517510282,,,1109.472
8060,HUNTING,10.0,22.0,Tennessee,141,41,6.25621822401553,2283.5196517656686,256.50494718463676,,,115.61999999999999
8064,HUNTING,10.0,22.0,Vermont,208,254,7.598607293553953,2773.491662147193,1930.046252562704,,,211.32800000000003
8065,HUNTING,11.0,23.0,Arkansas,631,279,13.532236831538706,4939.266443511628,3775.4940759992987,,,704.196
8070,HUNTING,10.0,22.0,Alaska,392,248,10.431466463912328,3807.4852593279993,2587.003683050257,,,388.86400000000003
8075,HUNTING,10.0,22.0,Connecticut,276,282,8.752998896327721,3194.844597159618,2468.3456887644174,,,311.32800000000003
8085,HUNTING,29.0,29.0,Kansas,165,50,7.770195811795855,2836.121471305487,388.5097905897927,,,165.0
8087,HUNTING,10.0,22.0,Mississippi,502,347,11.80467925199355,4308.707926977646,4096.223700441762,,,696.776
8110,HUNTING,10.0,22.0,Delaware,781,160,14.724069191242892,5374.285254803655,2355.851070598863,,,499.84000000000003
8120,HUNTING,10.0,22.0,Alabama,629,31,13.213797755245544,4823.036180664623,409.62773041261187,,,389.98
8121,HUNTING,29.0,29.0,Missouri,147,120,7.334130926675315,2676.95778823649,880.0957112010378,,,176.4
8133,HUNTING,12.0,24.0,North Carolina,364,92,10.498984751067722,3832.129434139719,965.9065970982305,,,334.88
8136,HUNTING,32.0,32.0,Ohio,162,181,8.087671232876712,2952.0,1463.8684931506848,,,117.288
8137,HUNTING,10.0,22.0,Massachusetts,108,234,5.47537930832999,1998.5134475404464,1281.2387581492178,,,101.088
8142,HUNTING,10.0,22.0,Alaska,317,88,9.38062907880144,3423.929613762526,825.4953589345268,,,278.96
8182,HUNTING,12.0,24.0,North Carolina,550,235,12.905592794962146,4710.541370161183,3032.8143068161044,,,517.0
8194,HUNTING,20.0,32.0,Minnesota,259,339,10.22623723279743,3732.576589971062,3466.6944219183288,,,351.204
8207,HUNTING,20.0,32.0,Minnesota,141,360,7.545283074779324,2754.028322294453,2716.3019069205566,,,203.04000000000002
8216,HUNTING,10.0,22.0,Arizona,414,23,10.720190507573614,3912.869535264369,246.56438167419313,,,361.836
8251,HUNTING,19.0,31.0,New York,291,122,10.668867798474789,3894.1367464432983,1301.6018714139243,,,142.00799999999998
8256,HUNTING,17.0,29.0,Maryland,475,330,13.183684338808922,4812.044783665257,4350.615831806944,,,627.0
8276,HUNTING,29.0,29.0,Kansas,486,225,13.335463831788239,4867.444298602707,3000.4793621523536,,,437.4
8285,HUNTING,10.0,22.0,Utah,604,161,12.948539977875551,4726.217091924576,2084.714936437964,,,388.976
8297,HUNTING,29.0,29.0,Missouri,375,239,11.714010934235377,4275.613990995913,2799.648613282255,,,358.5
8305,HUNTING,29.0,29.0,Illinois,26,253,2.73972602739726,1000.0,693.1506849315068,,1518.0,26.312
8311,HUNTING,10.0,22.0,Arizona,674,150,13.678304921324703,4992.581296283516,2051.7457381987056,,,404.40000000000003
8317,HUNTING,10.0,22.0,Nebraska,791,333,14.81803357303743,5408.582254158662,4934.405179821464,,,1053.612
8318,HUNTING,13.0,25.0,Oklahoma,273,322,9.279879141317679,3387.1558865809525,2988.1210835042925,,,351.624
8335,HUNTING,10.0,22.0,Mississippi,440,91,11.051689401122248,4033.866631409621,1005.7037355021246,,,400.40000000000003
8336,HUNTING,10.0,22.0,New Hampshire,662,206,13.55599273432042,4947.937348026953,2792.5345032700066,,,545.488
8342,HUNTING,16.0,28.0,Virginia,218,321,8.776033143776537,3203.252097478436,2817.1066391522686,,,279.912
8344,HUNTING,29.0,29.0,Kansas,404,171,12.158518887389087,4437.859393897017,2079.106729743534,,,276.336
8348,HUNTING,29.0,29.0,Wisconsin,336,227,11.088163722726044,4047.179758795006,2517.013165058812,,,305.088
8350,HUNTING,29.0,29.0,Illinois,172,111,7.933306157845399,2895.6567476135706,880.5969835208393,,,190.92
8365,HUNTING,10.0,22.0,Colorado,789,182,14.799288425023455,5401.740275133561,2693.470493354269,,,574.392
8368,HUNTING,29.0,29.0,Kansas,666,80,15.610869951712413,5697.967532375031,1248.869596136993,,,532.8
8377,HUNTING,19.0,31.0,Indiana,928,299,19.052230508091654,6954.064135453454,5696.616921919404,,,1109.8880000000001
8382,HUNTING,10.0,22.0,Nebraska,765,30,14.572465984570286,5318.950084368154,437.1739795371086,,,872.1
8383,HUNTING,10.0,22.0,New Hampshire,452,103,11.201380500932258,4088.5038828402744,1153.7421915960226,,,465.56000000000006
8387,HUNTING,10.0,22.0,Mississippi,692,150,13.859749466798343,5058.808555381395,2078.9624200197513,,,415.20000000000005
8398,HUNTING,10.0,22.0,Vermont,181,303,7.088292330253408,2587.2267005424937,2147.7525760667827,,,219.37199999999999
8410,HUNTING,10.0,22.0,California,484,10,11.591109631125297,4230.7550153607335,115.91109631125298,,,193.6
8412,HUNTING,10.0,22.0,Maine,443,162,11.0893016121767,4047.595088444495,1796.4668611726254,,,287.064
8421,HUNTING,10.0,22.0,Colorado,500,299,11.781140486294854,4300.116277497622,3522.5610054021613,,,598.0
8424,HUNTING,10.0,22.0,Texas,261,17,8.51182304470551,3106.8154113175115,144.70099175999368,,,168.606
8427,HUNTING,10.0,22.0,Wyoming,767,283,14.591502525651338,5325.898421862738,4129.395214759328,,,868.244
8428,HUNTING,10.0,22.0,Connecticut,741,276,14.342056751243279,5234.850714203797,3958.407663343145,,,818.064
8438,HUNTING,10.0,22.0,Nebraska,304,193,9.186268277377488,3352.987921242783,1772.9497775338552,,,234.688
8451,HUNTING,29.0,29.0,Wisconsin,984,163,18.975251484162754,6925.966791719406,3092.9659919185287,,,641.568
8458,HUNTING,10.0,22.0,Alabama,837,151,15.242810892948308,5563.625975926132,2301.6644448351944,,,505.548
8461,HUNTING,29.0,29.0,Missouri,314,151,10.719013434772089,3912.4399036918126,1618.5710286505855,,,189.656
8468,HUNTING,29.0,29.0,Illinois,112,161,6.401754310134524,2336.640323199101,1030.6824439316583,,,72.128
8476,HUNTING,19.0,31.0,New York,507,298,14.082372207148616,5140.065855609245,4196.5469177302875,,,604.344
8482,HUNTING,10.0,22.0,Colorado,687,134,13.80958734252544,5040.499380021785,1850.484703898409,,,368.232
8484,HUNTING,10.0,22.0,Utah,320,117,9.424912389035882,3440.093021998097,1102.7147495171982,,,374.40000000000003
8492,HUNTING,12.0,24.0,North Carolina,771,362,15.280015758869261,5577.205751987281,5531.365704710673,,,1116.4080000000001
8522,HUNTING,10.0,22.0,Delaware,377,174,10.22993814512058,3733.9274229690113,1780.0092372509807,,,262.392
8527,HUNTING,10.0,22.0,Nebraska,890,23,15.71800186604239,5737.070681105472,361.514042918975,,,777.86
8528,HUNTING,10.0,22.0,Colorado,37,123,2.73972602739726,1000.0,336.986301369863,,738.0,18.204
8531,HUNTING,10.0,22.0,Nebraska,592,81,12.819266790688687,4679.0323786013705,1038.3606100457837,,,479.52
8541,HUNTING,10.0,22.0,California,479,182,11.531082766556985,4208.8452097933,2098.657063513371,,,348.71200000000005
8544,HUNTING,10.0,22.0,South Dakota,854,96,15.396828346693653,5619.842346543183,1478.0955212825907,,,819.8400000000001
8562,HUNTING,21.0,33.0,Michigan,140,351,7.635051662319163,2786.7938567464944,2679.903133474026,,,196.56000000000003
8574,HUNTING,19.0,31.0,New York,752,71,17.150656921505423,6259.989776349479,1217.696641426885,,,533.9200000000001
8576,HUNTING,10.0,22.0,Hawaii,45,28,2.73972602739726,1000.0,76.71232876712328,,1064.0,47.879999999999995
8609,HUNTING,10.0,22.0,North Dakota,264,212,8.560601799600697,3124.6196568542546,1814.8475815153477,,,223.872
8611,HUNTING,16.0,28.0,Pennsylvania,718,10,15.926935821707621,5813.331574923282,159.26935821707622,,,287.2
8612,HUNTING,10.0,22.0,Nevada,63,14,2.73972602739726,1000.0,38.35616438356164,,532.0,33.516000000000005
8619,HUNTING,10.0,22.0,Washington,18,194,2.73972602739726,1000.0,531.5068493150685,1164.0,,13.968000000000002
8622,HUNTING,10.0,22.0,Alaska,683,252,13.76932606925903,5025.804015279546,3469.8701694532756,,,688.464
8635,HUNTING,10.0,22.0,Montana,478,253,11.519039856987726,4204.44954780052,2914.317083817895,,,483.73600000000005
8651,HUNTING,10.0,22.0,Maine,757,263,14.496069830575909,5291.065488160207,3812.466365441464,,,796.364
8652,HUNTING,10.0,22.0,Hawaii,72,154,2.73972602739726,1000.0,421.9178082191781,,924.0,44.352000000000004
8661,HUNTING,21.0,33.0,Michigan,740,19,17.553503979842628,6407.028952642559,333.51657561700995,,,534.28
8664,HUNTING,20.0,32.0,Minnesota,874,71,18.785454101370778,6856.690747000334,1333.7672411973253,,,620.54
8668,HUNTING,10.0,22.0,New Hampshire,242,348,8.1961522216454,2991.595560900571,2852.2609731325992,,,336.864
8671,HUNTING,32.0,32.0,Ohio,599,152,15.551754527012559,5676.390402359584,2363.866688105909,,,364.192
8673,HUNTING,10.0,22.0,Maine,777,321,14.686315105541134,5360.505013522514,4714.307148878704,,,997.668
8675,HUNTING,29.0,29.0,Illinois,817,318,17.290239915108515,6310.937569014608,5498.296293004508,,,1039.2240000000002
8686,HUNTING,19.0,31.0,Indiana,74,300,3.5955707620484585,1312.3833281476873,1078.6712286145375,,,88.8
8692,HUNTING,10.0,22.0,Colorado,365,250,10.065810843901522,3674.0209580240557,2516.4527109753803,,,365.0
8702,HUNTING,20.0,32.0,Minnesota,510,168,14.349972522290932,5237.73997063619,2410.7953837448763,,,342.72
8706,HUNTING,10.0,22.0,Delaware,825,253,15.133148958838538,5523.599369976067,3828.6866865861502,,,834.9000000000001
8708,HUNTING,29.0,29.0,Wisconsin,564,181,14.365790979258627,5243.513707429399,2600.2081672458116,,,408.336
8710,HUNTING,10.0,22.0,North Dakota,381,60,10.284065179794203,3753.683790624884,617.0439107876522,,,457.2
8725,HUNTING,10.0,22.0,Idaho,812,318,15.013444653386268,5479.907298485988,4774.275399776833,,,1032.864
8726,HUNTING,29.0,29.0,Illinois,623,299,15.098507343467785,5510.955180365741,4514.453695696868,,,745.108
8731,HUNTING,10.0,22.0,Hawaii,111,70,5.550905349313307,2026.080452499357,388.5633744519315,,,77.7
8743,HUNTING,10.0,22.0,Texas,807,349,14.967149616701056,5463.009610095885,5223.535216228668,,,1126.5720000000001
8744,HUNTING,19.0,31.0,Indiana,84,76,3.8308189174812943,1398.2489048806724,291.1422377285784,,,63.839999999999996
8750,HUNTING,10.0,22.0,Florida,590,283,12.797594303861274,4671.121920909365,3621.7191879927404,,,667.88
8767,HUNTING,10.0,22.0,Nevada,748,361,14.409640025069756,5259.518609150461,5201.880049050182,,,1080.112
8772,HUNTING,13.0,25.0,Oklahoma,799,229,15.875754932306997,5794.650550292054,3635.5478794983023,,,731.884
8789,HUNTING,10.0,22.0,Alaska,739,281,14.322688671169658,5227.781364976925,4024.6755165986738,,,830.636
8804,HUNTING,10.0,22.0,Washington,827,126,15.151481066055133,5530.290589110124,1909.0866143229468,,,416.80800000000005
8815,HUNTING,12.0,24.0,North Carolina,243,318,8.578270759161734,3131.0688270940327,2727.8901014134317,,,309.096
8818,HUNTING,10.0,22.0,Connecticut,315,331,9.35099036623522,3413.111483675855,3095.1778112238576,,,417.06
8826,HUNTING,10.0,22.0,Arizona,232,331,8.025023726894924,2929.133660316647,2656.28285360222,,,307.168
8840,HUNTING,10.0,22.0,New Jersey,467,11,11.385727173149718,4155.790418199647,125.2429989046469,,,195.206
8855,HUNTING,10.0,22.0,Mississippi,736,311,14.293587343431485,5217.159380352492,4445.305663807192,,,915.584
8859,HUNTING,29.0,29.0,Kentucky,693,192,15.92416278506752,5812.319416549644,3057.4392547329635,,,532.224
8876,HUNTING,15.0,27.0,South Carolina,45,171,2.73972602739726,1000.0,468.4931506849315,,1026.0,30.779999999999998
8880,HUNTING,29.0,29.0,Kentucky,293,264,10.354372897160452,3779.346107463565,2733.5544448503592,,,309.40799999999996
8881,HUNTING,15.0,27.0,Georgia,424,6,12.018653169948614,4386.808407031244,72.11191901969168,,,101.76
8893,HUNTING,10.0,22.0,Washington,565,227,12.52352412096259,4571.086304151345,2842.839975458508,,,513.0200000000001
8895,HUNTING,29.0,29.0,Kentucky,614,245,14.989052363266111,5471.004112592131,3672.3178290001974,,,601.72
8903,HUNTING,10.0,22.0,Utah,46,194,2.73972602739726,1000.0,531.5068493150685,,1164.0,35.696
8905,HUNTING,29.0,29.0,Illinois,339,338,11.137554451463613,4065.2073747842187,3764.493404594701,,,458.32800000000003
8917,HUNTING,29.0,29.0,Wisconsin,836,207,17.49013372252556,6383.8988087218295,3620.4576805627908,,,692.208
8920,HUNTING,15.0,27.0,South Carolina,707,242,15.519673529636636,5664.680838317372,3755.7609941720657,,,684.376
8922,HUNTING,10.0,22.0,Arizona,700,54,13.939633410565072,5087.966194856252,752.740204170514,,,756.0
8932,HUNTING,10.0,22.0,Wyoming,309,363,9.261505146331785,3380.4493784111014,3361.926368118438,,,448.668
8944,HUNTING,32.0,32.0,Ohio,25,24,2.73972602739726,1000.0,65.75342465753424,,912.0,22.799999999999997
8945,HUNTING,29.0,29.0,Kentucky,575,166,14.50520642125872,5294.400343759433,2407.8642659289476,,,381.80000000000007
8954,HUNTING,19.0,31.0,New York,629,309,15.685456472640938,5725.191612513942,4846.80605004605,,,777.444
8958,HUNTING,10.0,22.0,Maine,851,26,15.369760945135171,5609.9627449743375,399.61378457351447,,,840.788
8973,HUNTING,15.0,27.0,Georgia,917,151,17.674923475715428,6451.347068636131,2668.9134448330296,,,553.868
8975,HUNTING,10.0,22.0,Connecticut,46,212,2.73972602739726,1000.0,580.8219178082192,,1272.0,39.008
8979,HUNTING,10.0,22.0,Hawaii,736,356,14.293587343431485,5217.159380352492,5088.517094261609,,,1048.064
8994,HUNTING,10.0,22.0,Montana,858,312,15.432844368644808,5632.988194555355,4815.04744301718,,,1070.7839999999999
9000,HUNTING,10.0,22.0,Mississippi,74,66,2.73972602739726,1000.0,180.82191780821915,,990.0,48.839999999999996
9013,HUNTING,10.0,22.0,North Dakota,174,343,6.949874413463878,2536.7041609143153,2383.80692381811,,,238.728
9015,HUNTING,10.0,22.0,Connecticut,143,277,6.3004323304940995,2299.657800630346,1745.2197555468656,,,158.44400000000002
9021,HUNTING,11.0,23.0,West Virginia,888,106,16.05319174757137,5859.414987863549,1701.638325242565,,,941.2800000000001
9023,HUNTING,10.0,22.0,Montana,486,182,11.615033515465932,4239.487233145065,2113.9360998147995,,,353.808
9025,HUNTING,19.0,31.0,Indiana,35,153,2.73972602739726,1000.0,419.1780821917808,,918.0,21.42
9031,HUNTING,10.0,22.0,Utah,11,129,2.73972602739726,1000.0,353.42465753424653,774.0,,5.675999999999999
9033,HUNTING,10.0,22.0,Oregon,376,147,10.21636157889282,3728.97197629588,1501.8051520972447,,,221.088
9043,HUNTING,10.0,22.0,Texas,849,115,15.35168949744526,5603.36666656752,1765.4442922062049,,,976.35
9045,HUNTING,10.0,22.0,California,579,267,12.677733393661132,4627.372688686313,3384.954816107522,,,618.372
9046,HUNTING,19.0,31.0,Indiana,484,40,13.759242343212822,5022.12345527268,550.3696937285129,,,387.2
9050,HUNTING,10.0,22.0,Wyoming,346,133,9.800322833519743,3577.1178342347066,1303.442936858126,,,184.072
9052,HUNTING,11.0,23.0,West Virginia,756,32,14.812071780974337,5406.406200055633,473.9862969911788,,,483.84000000000003
9054,HUNTING,29.0,29.0,Kentucky,506,67,13.607089759552782,4966.587762236765,911.6750138900363,,,339.02000000000004
9066,HUNTING,10.0,22.0,Tennessee,598,355,12.884065519266331,4702.683914532211,4573.843259339547,,,849.16
9082,HUNTING,15.0,27.0,South Carolina,448,344,12.354121873524786,4509.254483836547,4249.817924492527,,,616.448
9083,HUNTING,10.0,22.0,South Dakota,215,269,7.725410448504388,2819.7748137041017,2078.1354106476806,,,231.34
9100,HUNTING,10.0,22.0,Washington,22,321,2.73972602739726,1000.0,879.4520547945204,,1926.0,28.247999999999998
9103,HUNTING,10.0,22.0,California,592,50,12.819266790688687,4679.0323786013705,640.9633395344343,,,592.0
9106,HUNTING,10.0,22.0,Alabama,506,117,11.851616531583762,4325.840034028073,1386.6391341953001,,,592.0200000000001
9107,HUNTING,10.0,22.0,Mississippi,292,95,9.003134918247332,3286.144245160276,855.2978172334965,,,277.4
9115,HUNTING,10.0,22.0,Rhode Island,742,290,14.351730989612317,5238.3818112084955,4162.001986987572,,,860.72
9119,HUNTING,13.0,25.0,Oklahoma,894,144,16.79305676429502,6129.465718967682,2418.200174058483,,,514.944
9126,HUNTING,32.0,32.0,Ohio,20,184,2.73972602739726,1000.0,504.1095890410959,1104.0,,14.72
9134,HUNTING,10.0,22.0,Maine,33,247,2.73972602739726,1000.0,676.7123287671233,,1482.0,32.604
9165,HUNTING,10.0,22.0,Washington,294,311,9.033914956473502,3297.3789591128284,2809.5475514632594,,,365.736
9172,HUNTING,10.0,22.0,Texas,102,305,5.321112225483917,1942.2059623016298,1622.9392287725948,,,124.44000000000001
9178,HUNTING,10.0,22.0,California,613,133,13.044654170942291,4761.298772393936,1734.9390047353247,,,326.116
9179,HUNTING,11.0,23.0,Arkansas,522,145,12.30807578757923,4492.447662466419,1784.6709891989885,,,302.76
9180,HUNTING,19.0,31.0,Indiana,685,70,16.368810649958704,5974.615887234927,1145.8167454971092,,,479.50000000000006
9183,HUNTING,10.0,22.0,Arizona,921,2,15.9893992842976,5836.130738768624,31.9787985685952,,,92.10000000000001
9197,HUNTING,16.0,28.0,Pennsylvania,558,81,14.040646568153194,5124.835997375916,1137.2923720204087,,,451.98
9209,HUNTING,10.0,22.0,New Mexico,979,226,16.48517943266021,6017.090492920976,3725.6505517812075,,,885.016
9215,HUNTING,10.0,22.0,Hawaii,1,364,2.73972602739726,1000.0,997.2602739726027,2184.0,,1.456
9233,HUNTING,10.0,22.0,Alabama,961,307,16.332927207494738,5961.518430735579,5014.208652700884,,,1180.108
9246,HUNTING,10.0,22.0,New Hampshire,459,130,11.287783614282958,4120.0410192132795,1467.4118698567845,,,238.68
9256,HUNTING,10.0,22.0,South Dakota,9,162,2.73972602739726,1000.0,443.8356164383561,972.0,,5.832000000000001
9264,HUNTING,10.0,22.0,North Dakota,458,141,11.275480849194823,4115.550509956111,1589.84279973647,,,258.312
9275,HUNTING,10.0,22.0,Alabama,162,130,6.705942726800781,2447.669095282285,871.7725544841015,,,84.24000000000001
9280,HUNTING,20.0,32.0,Minnesota,274,278,10.518196084153526,3839.141570716037,2924.0585113946804,,,304.68800000000005
9282,HUNTING,10.0,22.0,Maine,166,31,6.788227310896036,2477.702968477053,210.4350466377771,,,102.92000000000002
9290,HUNTING,10.0,22.0,Washington,78,13,2.73972602739726,1000.0,35.61643835616438,,494.0,38.532
9295,HUNTING,10.0,22.0,Idaho,74,187,2.73972602739726,1000.0,512.3287671232877,,1122.0,55.352
9301,HUNTING,10.0,22.0,Rhode Island,615,339,13.065916865039107,4769.059655739274,4429.345817248257,,,833.9399999999999
9303,HUNTING,16.0,28.0,Pennsylvania,727,298,16.026445587013352,5849.6526392598735,4775.880784929979,,,866.584
9304,HUNTING,10.0,22.0,North Dakota,903,44,15.832380102530863,5778.818737423765,696.624724511358,,,794.64
9310,HUNTING,10.0,22.0,New Hampshire,974,269,16.443028559709585,6001.7054242939985,4423.174682561878,,,1048.024
9317,HUNTING,10.0,22.0,New Jersey,311,283,9.291429312014452,3391.3716988852752,2629.47449530009,,,352.052
9318,HUNTING,13.0,25.0,Oklahoma,65,29,2.7874272048285054,1017.4109297624044,80.83538894002666,,,71.63
